"case_id","task_id","category","fixture_id","asset_ref","gate_asset_status","input_kind","lighting","background","garment_type","display_mode","resolution","cvd_profile","severity","expected_observation","required_metrics","provenance_class","consent_requirement","license_requirement","owner"
"PM-COLOR-P05-CYAN-LOW","T12","color_physical_lighting","physical-05-cyan","artifacts/post_mvp/t12/physical/cyan/low.*","TO_BE_ACQUIRED","physical_garment_or_swatch","low","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two cyan stability under low lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P06-SKY-BLUE-NEUTRAL","T12","color_physical_lighting","physical-06-sky_blue","artifacts/post_mvp/t12/physical/sky_blue/neutral.*","TO_BE_ACQUIRED","physical_garment_or_swatch","neutral","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two sky_blue stability under neutral lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P06-SKY-BLUE-WARM","T12","color_physical_lighting","physical-06-sky_blue","artifacts/post_mvp/t12/physical/sky_blue/warm.*","TO_BE_ACQUIRED","physical_garment_or_swatch","warm","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two sky_blue stability under warm lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P06-SKY-BLUE-LOW","T12","color_physical_lighting","physical-06-sky_blue","artifacts/post_mvp/t12/physical/sky_blue/low.*","TO_BE_ACQUIRED","physical_garment_or_swatch","low","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two sky_blue stability under low lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P07-ROYAL-BLUE-NEUTRAL","T12","color_physical_lighting","physical-07-royal_blue","artifacts/post_mvp/t12/physical/royal_blue/neutral.*","TO_BE_ACQUIRED","physical_garment_or_swatch","neutral","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two royal_blue stability under neutral lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P07-ROYAL-BLUE-WARM","T12","color_physical_lighting","physical-07-royal_blue","artifacts/post_mvp/t12/physical/royal_blue/warm.*","TO_BE_ACQUIRED","physical_garment_or_swatch","warm","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two royal_blue stability under warm lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P07-ROYAL-BLUE-LOW","T12","color_physical_lighting","physical-07-royal_blue","artifacts/post_mvp/t12/physical/royal_blue/low.*","TO_BE_ACQUIRED","physical_garment_or_swatch","low","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two royal_blue stability under low lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P08-LIGHT-BLUE-NEUTRAL","T12","color_physical_lighting","physical-08-light_blue","artifacts/post_mvp/t12/physical/light_blue/neutral.*","TO_BE_ACQUIRED","physical_garment_or_swatch","neutral","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two light_blue stability under neutral lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P08-LIGHT-BLUE-WARM","T12","color_physical_lighting","physical-08-light_blue","artifacts/post_mvp/t12/physical/light_blue/warm.*","TO_BE_ACQUIRED","physical_garment_or_swatch","warm","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two light_blue stability under warm lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P08-LIGHT-BLUE-LOW","T12","color_physical_lighting","physical-08-light_blue","artifacts/post_mvp/t12/physical/light_blue/low.*","TO_BE_ACQUIRED","physical_garment_or_swatch","low","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two light_blue stability under low lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P09-BROWN-NEUTRAL","T12","color_physical_lighting","physical-09-brown","artifacts/post_mvp/t12/physical/brown/neutral.*","TO_BE_ACQUIRED","physical_garment_or_swatch","neutral","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two brown stability under neutral lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P09-BROWN-WARM","T12","color_physical_lighting","physical-09-brown","artifacts/post_mvp/t12/physical/brown/warm.*","TO_BE_ACQUIRED","physical_garment_or_swatch","warm","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two brown stability under warm lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P09-BROWN-LOW","T12","color_physical_lighting","physical-09-brown","artifacts/post_mvp/t12/physical/brown/low.*","TO_BE_ACQUIRED","physical_garment_or_swatch","low","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two brown stability under low lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P10-DARK-BROWN-NEUTRAL","T12","color_physical_lighting","physical-10-dark_brown","artifacts/post_mvp/t12/physical/dark_brown/neutral.*","TO_BE_ACQUIRED","physical_garment_or_swatch","neutral","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two dark_brown stability under neutral lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P10-DARK-BROWN-WARM","T12","color_physical_lighting","physical-10-dark_brown","artifacts/post_mvp/t12/physical/dark_brown/warm.*","TO_BE_ACQUIRED","physical_garment_or_swatch","warm","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two dark_brown stability under warm lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P10-DARK-BROWN-LOW","T12","color_physical_lighting","physical-10-dark_brown","artifacts/post_mvp/t12/physical/dark_brown/low.*","TO_BE_ACQUIRED","physical_garment_or_swatch","low","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two dark_brown stability under low lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P11-PERU-NEUTRAL","T12","color_physical_lighting","physical-11-peru","artifacts/post_mvp/t12/physical/peru/neutral.*","TO_BE_ACQUIRED","physical_garment_or_swatch","neutral","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two peru stability under neutral lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P11-PERU-WARM","T12","color_physical_lighting","physical-11-peru","artifacts/post_mvp/t12/physical/peru/warm.*","TO_BE_ACQUIRED","physical_garment_or_swatch","warm","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two peru stability under warm lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P11-PERU-LOW","T12","color_physical_lighting","physical-11-peru","artifacts/post_mvp/t12/physical/peru/low.*","TO_BE_ACQUIRED","physical_garment_or_swatch","low","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two peru stability under low lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P12-CHOCOLATE-NEUTRAL","T12","color_physical_lighting","physical-12-chocolate","artifacts/post_mvp/t12/physical/chocolate/neutral.*","TO_BE_ACQUIRED","physical_garment_or_swatch","neutral","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two chocolate stability under neutral lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P12-CHOCOLATE-WARM","T12","color_physical_lighting","physical-12-chocolate","artifacts/post_mvp/t12/physical/chocolate/warm.*","TO_BE_ACQUIRED","physical_garment_or_swatch","warm","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two chocolate stability under warm lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P12-CHOCOLATE-LOW","T12","color_physical_lighting","physical-12-chocolate","artifacts/post_mvp/t12/physical/chocolate/low.*","TO_BE_ACQUIRED","physical_garment_or_swatch","low","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two chocolate stability under low lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P13-SANDY-BROWN-NEUTRAL","T12","color_physical_lighting","physical-13-sandy_brown","artifacts/post_mvp/t12/physical/sandy_brown/neutral.*","TO_BE_ACQUIRED","physical_garment_or_swatch","neutral","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two sandy_brown stability under neutral lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P13-SANDY-BROWN-WARM","T12","color_physical_lighting","physical-13-sandy_brown","artifacts/post_mvp/t12/physical/sandy_brown/warm.*","TO_BE_ACQUIRED","physical_garment_or_swatch","warm","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two sandy_brown stability under warm lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P13-SANDY-BROWN-LOW","T12","color_physical_lighting","physical-13-sandy_brown","artifacts/post_mvp/t12/physical/sandy_brown/low.*","TO_BE_ACQUIRED","physical_garment_or_swatch","low","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two sandy_brown stability under low lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P14-DARK-KHAKI-NEUTRAL","T12","color_physical_lighting","physical-14-dark_khaki","artifacts/post_mvp/t12/physical/dark_khaki/neutral.*","TO_BE_ACQUIRED","physical_garment_or_swatch","neutral","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two dark_khaki stability under neutral lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P14-DARK-KHAKI-WARM","T12","color_physical_lighting","physical-14-dark_khaki","artifacts/post_mvp/t12/physical/dark_khaki/warm.*","TO_BE_ACQUIRED","physical_garment_or_swatch","warm","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two dark_khaki stability under warm lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P14-DARK-KHAKI-LOW","T12","color_physical_lighting","physical-14-dark_khaki","artifacts/post_mvp/t12/physical/dark_khaki/low.*","TO_BE_ACQUIRED","physical_garment_or_swatch","low","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two dark_khaki stability under low lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P15-GREY-NEUTRAL","T12","color_physical_lighting","physical-15-grey","artifacts/post_mvp/t12/physical/grey/neutral.*","TO_BE_ACQUIRED","physical_garment_or_swatch","neutral","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two grey stability under neutral lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P15-GREY-WARM","T12","color_physical_lighting","physical-15-grey","artifacts/post_mvp/t12/physical/grey/warm.*","TO_BE_ACQUIRED","physical_garment_or_swatch","warm","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two grey stability under warm lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P15-GREY-LOW","T12","color_physical_lighting","physical-15-grey","artifacts/post_mvp/t12/physical/grey/low.*","TO_BE_ACQUIRED","physical_garment_or_swatch","low","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two grey stability under low lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P16-LIGHT-GREY-NEUTRAL","T12","color_physical_lighting","physical-16-light_grey","artifacts/post_mvp/t12/physical/light_grey/neutral.*","TO_BE_ACQUIRED","physical_garment_or_swatch","neutral","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two light_grey stability under neutral lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P16-LIGHT-GREY-WARM","T12","color_physical_lighting","physical-16-light_grey","artifacts/post_mvp/t12/physical/light_grey/warm.*","TO_BE_ACQUIRED","physical_garment_or_swatch","warm","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two light_grey stability under warm lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P16-LIGHT-GREY-LOW","T12","color_physical_lighting","physical-16-light_grey","artifacts/post_mvp/t12/physical/light_grey/low.*","TO_BE_ACQUIRED","physical_garment_or_swatch","low","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two light_grey stability under low lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P17-ASH-GREY-NEUTRAL","T12","color_physical_lighting","physical-17-ash_grey","artifacts/post_mvp/t12/physical/ash_grey/neutral.*","TO_BE_ACQUIRED","physical_garment_or_swatch","neutral","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two ash_grey stability under neutral lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P17-ASH-GREY-WARM","T12","color_physical_lighting","physical-17-ash_grey","artifacts/post_mvp/t12/physical/ash_grey/warm.*","TO_BE_ACQUIRED","physical_garment_or_swatch","warm","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two ash_grey stability under warm lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P17-ASH-GREY-LOW","T12","color_physical_lighting","physical-17-ash_grey","artifacts/post_mvp/t12/physical/ash_grey/low.*","TO_BE_ACQUIRED","physical_garment_or_swatch","low","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two ash_grey stability under low lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P18-SILVER-NEUTRAL","T12","color_physical_lighting","physical-18-silver","artifacts/post_mvp/t12/physical/silver/neutral.*","TO_BE_ACQUIRED","physical_garment_or_swatch","neutral","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two silver stability under neutral lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P18-SILVER-WARM","T12","color_physical_lighting","physical-18-silver","artifacts/post_mvp/t12/physical/silver/warm.*","TO_BE_ACQUIRED","physical_garment_or_swatch","warm","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two silver stability under warm lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P18-SILVER-LOW","T12","color_physical_lighting","physical-18-silver","artifacts/post_mvp/t12/physical/silver/low.*","TO_BE_ACQUIRED","physical_garment_or_swatch","low","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two silver stability under low lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P19-SLATE-GREY-NEUTRAL","T12","color_physical_lighting","physical-19-slate_grey","artifacts/post_mvp/t12/physical/slate_grey/neutral.*","TO_BE_ACQUIRED","physical_garment_or_swatch","neutral","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two slate_grey stability under neutral lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P19-SLATE-GREY-WARM","T12","color_physical_lighting","physical-19-slate_grey","artifacts/post_mvp/t12/physical/slate_grey/warm.*","TO_BE_ACQUIRED","physical_garment_or_swatch","warm","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two slate_grey stability under warm lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P19-SLATE-GREY-LOW","T12","color_physical_lighting","physical-19-slate_grey","artifacts/post_mvp/t12/physical/slate_grey/low.*","TO_BE_ACQUIRED","physical_garment_or_swatch","low","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two slate_grey stability under low lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P20-GREEN-NEUTRAL","T12","color_physical_lighting","physical-20-green","artifacts/post_mvp/t12/physical/green/neutral.*","TO_BE_ACQUIRED","physical_garment_or_swatch","neutral","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two green stability under neutral lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P20-GREEN-WARM","T12","color_physical_lighting","physical-20-green","artifacts/post_mvp/t12/physical/green/warm.*","TO_BE_ACQUIRED","physical_garment_or_swatch","warm","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two green stability under warm lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P20-GREEN-LOW","T12","color_physical_lighting","physical-20-green","artifacts/post_mvp/t12/physical/green/low.*","TO_BE_ACQUIRED","physical_garment_or_swatch","low","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two green stability under low lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P21-LIME-NEUTRAL","T12","color_physical_lighting","physical-21-lime","artifacts/post_mvp/t12/physical/lime/neutral.*","TO_BE_ACQUIRED","physical_garment_or_swatch","neutral","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two lime stability under neutral lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P21-LIME-WARM","T12","color_physical_lighting","physical-21-lime","artifacts/post_mvp/t12/physical/lime/warm.*","TO_BE_ACQUIRED","physical_garment_or_swatch","warm","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two lime stability under warm lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P21-LIME-LOW","T12","color_physical_lighting","physical-21-lime","artifacts/post_mvp/t12/physical/lime/low.*","TO_BE_ACQUIRED","physical_garment_or_swatch","low","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two lime stability under low lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P22-OLIVE-NEUTRAL","T12","color_physical_lighting","physical-22-olive","artifacts/post_mvp/t12/physical/olive/neutral.*","TO_BE_ACQUIRED","physical_garment_or_swatch","neutral","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two olive stability under neutral lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P22-OLIVE-WARM","T12","color_physical_lighting","physical-22-olive","artifacts/post_mvp/t12/physical/olive/warm.*","TO_BE_ACQUIRED","physical_garment_or_swatch","warm","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two olive stability under warm lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P22-OLIVE-LOW","T12","color_physical_lighting","physical-22-olive","artifacts/post_mvp/t12/physical/olive/low.*","TO_BE_ACQUIRED","physical_garment_or_swatch","low","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two olive stability under low lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
