case_id,task_id,category,fixture_id,asset_ref,gate_asset_status,input_kind,lighting,background,garment_type,display_mode,resolution,cvd_profile,severity,expected_observation,required_metrics,provenance_class,consent_requirement,license_requirement,owner
PM-COLOR-P11-NEUTRAL,T12,color_physical_lighting,physical-11-charcoal,artifacts/post_mvp/t12/inputs/p11-neutral.*,TO_BE_ACQUIRED,image,neutral,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record charcoal/grey prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P11-WARM,T12,color_physical_lighting,physical-11-charcoal,artifacts/post_mvp/t12/inputs/p11-warm.*,TO_BE_ACQUIRED,image,warm,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record charcoal/grey prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P11-LOW,T12,color_physical_lighting,physical-11-charcoal,artifacts/post_mvp/t12/inputs/p11-low.*,TO_BE_ACQUIRED,image,low,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record charcoal/grey prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P12-NEUTRAL,T12,color_physical_lighting,physical-12-mint,artifacts/post_mvp/t12/inputs/p12-neutral.*,TO_BE_ACQUIRED,image,neutral,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record mint/green prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P12-WARM,T12,color_physical_lighting,physical-12-mint,artifacts/post_mvp/t12/inputs/p12-warm.*,TO_BE_ACQUIRED,image,warm,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record mint/green prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P12-LOW,T12,color_physical_lighting,physical-12-mint,artifacts/post_mvp/t12/inputs/p12-low.*,TO_BE_ACQUIRED,image,low,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record mint/green prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P13-NEUTRAL,T12,color_physical_lighting,physical-13-green,artifacts/post_mvp/t12/inputs/p13-neutral.*,TO_BE_ACQUIRED,image,neutral,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record green/green prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P13-WARM,T12,color_physical_lighting,physical-13-green,artifacts/post_mvp/t12/inputs/p13-warm.*,TO_BE_ACQUIRED,image,warm,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record green/green prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P13-LOW,T12,color_physical_lighting,physical-13-green,artifacts/post_mvp/t12/inputs/p13-low.*,TO_BE_ACQUIRED,image,low,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record green/green prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P14-NEUTRAL,T12,color_physical_lighting,physical-14-dark_green,artifacts/post_mvp/t12/inputs/p14-neutral.*,TO_BE_ACQUIRED,image,neutral,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record dark_green/green prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P14-WARM,T12,color_physical_lighting,physical-14-dark_green,artifacts/post_mvp/t12/inputs/p14-warm.*,TO_BE_ACQUIRED,image,warm,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record dark_green/green prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P14-LOW,T12,color_physical_lighting,physical-14-dark_green,artifacts/post_mvp/t12/inputs/p14-low.*,TO_BE_ACQUIRED,image,low,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record dark_green/green prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P15-NEUTRAL,T12,color_physical_lighting,physical-15-olive,artifacts/post_mvp/t12/inputs/p15-neutral.*,TO_BE_ACQUIRED,image,neutral,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record olive/green prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P15-WARM,T12,color_physical_lighting,physical-15-olive,artifacts/post_mvp/t12/inputs/p15-warm.*,TO_BE_ACQUIRED,image,warm,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record olive/green prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P15-LOW,T12,color_physical_lighting,physical-15-olive,artifacts/post_mvp/t12/inputs/p15-low.*,TO_BE_ACQUIRED,image,low,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record olive/green prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P16-NEUTRAL,T12,color_physical_lighting,physical-16-peach,artifacts/post_mvp/t12/inputs/p16-neutral.*,TO_BE_ACQUIRED,image,neutral,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record peach/orange prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P16-WARM,T12,color_physical_lighting,physical-16-peach,artifacts/post_mvp/t12/inputs/p16-warm.*,TO_BE_ACQUIRED,image,warm,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record peach/orange prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P16-LOW,T12,color_physical_lighting,physical-16-peach,artifacts/post_mvp/t12/inputs/p16-low.*,TO_BE_ACQUIRED,image,low,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record peach/orange prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P17-NEUTRAL,T12,color_physical_lighting,physical-17-orange,artifacts/post_mvp/t12/inputs/p17-neutral.*,TO_BE_ACQUIRED,image,neutral,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record orange/orange prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P17-WARM,T12,color_physical_lighting,physical-17-orange,artifacts/post_mvp/t12/inputs/p17-warm.*,TO_BE_ACQUIRED,image,warm,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record orange/orange prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P17-LOW,T12,color_physical_lighting,physical-17-orange,artifacts/post_mvp/t12/inputs/p17-low.*,TO_BE_ACQUIRED,image,low,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record orange/orange prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P18-NEUTRAL,T12,color_physical_lighting,physical-18-light_pink,artifacts/post_mvp/t12/inputs/p18-neutral.*,TO_BE_ACQUIRED,image,neutral,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record light_pink/pink prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P18-WARM,T12,color_physical_lighting,physical-18-light_pink,artifacts/post_mvp/t12/inputs/p18-warm.*,TO_BE_ACQUIRED,image,warm,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record light_pink/pink prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P18-LOW,T12,color_physical_lighting,physical-18-light_pink,artifacts/post_mvp/t12/inputs/p18-low.*,TO_BE_ACQUIRED,image,low,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record light_pink/pink prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P19-NEUTRAL,T12,color_physical_lighting,physical-19-pink,artifacts/post_mvp/t12/inputs/p19-neutral.*,TO_BE_ACQUIRED,image,neutral,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record pink/pink prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P19-WARM,T12,color_physical_lighting,physical-19-pink,artifacts/post_mvp/t12/inputs/p19-warm.*,TO_BE_ACQUIRED,image,warm,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record pink/pink prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P19-LOW,T12,color_physical_lighting,physical-19-pink,artifacts/post_mvp/t12/inputs/p19-low.*,TO_BE_ACQUIRED,image,low,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record pink/pink prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P20-NEUTRAL,T12,color_physical_lighting,physical-20-lavender,artifacts/post_mvp/t12/inputs/p20-neutral.*,TO_BE_ACQUIRED,image,neutral,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record lavender/purple prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P20-WARM,T12,color_physical_lighting,physical-20-lavender,artifacts/post_mvp/t12/inputs/p20-warm.*,TO_BE_ACQUIRED,image,warm,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record lavender/purple prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P20-LOW,T12,color_physical_lighting,physical-20-lavender,artifacts/post_mvp/t12/inputs/p20-low.*,TO_BE_ACQUIRED,image,low,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record lavender/purple prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P21-NEUTRAL,T12,color_physical_lighting,physical-21-purple,artifacts/post_mvp/t12/inputs/p21-neutral.*,TO_BE_ACQUIRED,image,neutral,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record purple/purple prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P21-WARM,T12,color_physical_lighting,physical-21-purple,artifacts/post_mvp/t12/inputs/p21-warm.*,TO_BE_ACQUIRED,image,warm,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record purple/purple prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P21-LOW,T12,color_physical_lighting,physical-21-purple,artifacts/post_mvp/t12/inputs/p21-low.*,TO_BE_ACQUIRED,image,low,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record purple/purple prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P22-NEUTRAL,T12,color_physical_lighting,physical-22-dark_purple,artifacts/post_mvp/t12/inputs/p22-neutral.*,TO_BE_ACQUIRED,image,neutral,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record dark_purple/purple prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P22-WARM,T12,color_physical_lighting,physical-22-dark_purple,artifacts/post_mvp/t12/inputs/p22-warm.*,TO_BE_ACQUIRED,image,warm,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record dark_purple/purple prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P22-LOW,T12,color_physical_lighting,physical-22-dark_purple,artifacts/post_mvp/t12/inputs/p22-low.*,TO_BE_ACQUIRED,image,low,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record dark_purple/purple prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P23-NEUTRAL,T12,color_physical_lighting,physical-23-coral,artifacts/post_mvp/t12/inputs/p23-neutral.*,TO_BE_ACQUIRED,image,neutral,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record coral/red prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P23-WARM,T12,color_physical_lighting,physical-23-coral,artifacts/post_mvp/t12/inputs/p23-warm.*,TO_BE_ACQUIRED,image,warm,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record coral/red prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P23-LOW,T12,color_physical_lighting,physical-23-coral,artifacts/post_mvp/t12/inputs/p23-low.*,TO_BE_ACQUIRED,image,low,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record coral/red prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P24-NEUTRAL,T12,color_physical_lighting,physical-24-red,artifacts/post_mvp/t12/inputs/p24-neutral.*,TO_BE_ACQUIRED,image,neutral,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record red/red prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P24-WARM,T12,color_physical_lighting,physical-24-red,artifacts/post_mvp/t12/inputs/p24-warm.*,TO_BE_ACQUIRED,image,warm,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record red/red prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P24-LOW,T12,color_physical_lighting,physical-24-red,artifacts/post_mvp/t12/inputs/p24-low.*,TO_BE_ACQUIRED,image,low,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record red/red prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P25-NEUTRAL,T12,color_physical_lighting,physical-25-dark_red,artifacts/post_mvp/t12/inputs/p25-neutral.*,TO_BE_ACQUIRED,image,neutral,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record dark_red/red prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P25-WARM,T12,color_physical_lighting,physical-25-dark_red,artifacts/post_mvp/t12/inputs/p25-warm.*,TO_BE_ACQUIRED,image,warm,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record dark_red/red prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P25-LOW,T12,color_physical_lighting,physical-25-dark_red,artifacts/post_mvp/t12/inputs/p25-low.*,TO_BE_ACQUIRED,image,low,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record dark_red/red prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P26-NEUTRAL,T12,color_physical_lighting,physical-26-white,artifacts/post_mvp/t12/inputs/p26-neutral.*,TO_BE_ACQUIRED,image,neutral,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record white/white prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P26-WARM,T12,color_physical_lighting,physical-26-white,artifacts/post_mvp/t12/inputs/p26-warm.*,TO_BE_ACQUIRED,image,warm,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record white/white prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P26-LOW,T12,color_physical_lighting,physical-26-white,artifacts/post_mvp/t12/inputs/p26-low.*,TO_BE_ACQUIRED,image,low,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record white/white prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P27-NEUTRAL,T12,color_physical_lighting,physical-27-cream,artifacts/post_mvp/t12/inputs/p27-neutral.*,TO_BE_ACQUIRED,image,neutral,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record cream/white prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P27-WARM,T12,color_physical_lighting,physical-27-cream,artifacts/post_mvp/t12/inputs/p27-warm.*,TO_BE_ACQUIRED,image,warm,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record cream/white prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P27-LOW,T12,color_physical_lighting,physical-27-cream,artifacts/post_mvp/t12/inputs/p27-low.*,TO_BE_ACQUIRED,image,low,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record cream/white prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P28-NEUTRAL,T12,color_physical_lighting,physical-28-light_yellow,artifacts/post_mvp/t12/inputs/p28-neutral.*,TO_BE_ACQUIRED,image,neutral,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record light_yellow/yellow prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P28-WARM,T12,color_physical_lighting,physical-28-light_yellow,artifacts/post_mvp/t12/inputs/p28-warm.*,TO_BE_ACQUIRED,image,warm,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record light_yellow/yellow prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P28-LOW,T12,color_physical_lighting,physical-28-light_yellow,artifacts/post_mvp/t12/inputs/p28-low.*,TO_BE_ACQUIRED,image,low,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record light_yellow/yellow prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
